Name,Address,Phone,Website,Email,Year Established,ABN,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Public Holidays,Categories,Full Category Tree,URL
Jvo Productions,"5 Steele St, Eden Hill, WA, 6054",(08) 93772960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Eden Hill",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Jvo_Productions_1875430.html
Hangar 137 Video Production,"137 Salisbury Rd, Swan View, WA, 6056",(08) 92943929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Swan View",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Hangar_137_Video_Production_1875433.html
Impact Audio Visual,"137 Morrison Rd, Midland, WA, 6056",(08) 92501994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Midland",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Impact_Audio_Visual_1875432.html
Destiny Events,"By Appointment, Canning Mills, WA, 6111",0432 950975,NA,NA,NA,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Canning Mills",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Destiny_Events_3051532.html
Pureclass Limousines,"7 Bulbey St, Bellevue, WA, 6056",(08) 93594440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limousine Hire,Video & DVD Duplication,Wedding Car Hire","Accommodation and Travel,Limousine Hire,WA: Perth,Bellevue,Personal Services,Video & DVD Duplication,WA: Perth,Bellevue,Personal Services,Wedding Car Hire,WA: Perth,Bellevue",https://www.startlocal.com.au/other/wedding/wa_perth/Pureclass_Limousines_1528905.html
G & L Media Re-Productions,"17 Natasha Way, Camillo, WA, 6111",893903616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,Camillo,Personal Services,Video & DVD Duplication,WA: Perth,Camillo",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/G_L_Media_Re-Productions_2301441.html
Insight Films,"22 Notting Hill Dr, Roleystone, WA, 6111",0412 433155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Roleystone",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Insight_Films_3051716.html
In Shot Productions,"Po Box 7150, Safety Bay, WA, 6169",(08) 95277413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Safety Bay",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/In_Shot_Productions_1875478.html
Localtv Productions,"15 Andros Rd, Safety Bay, WA, 6169",(08) 95285688,http://www.localtvproductions.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Video & DVD Duplication,Wedding Organisers and Planners","Personal Services,Video & DVD Duplication,WA: Perth,Safety Bay,Personal Services,Wedding Organisers and Planners,WA: Perth,Safety Bay",https://www.startlocal.com.au/personal/weddingplanners/wa_perth/Localtv_Productions_1148182.html
Hard Hat Media,"By Appointment, City Beach, WA, 6015",1300 365400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,City Beach",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Hard_Hat_Media_3003286.html
Speed Video Productions,"21 Oakley Rd N, Medina, WA, 6167",(08) 94391200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Medina",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Speed_Video_Productions_1875475.html
Gone Fishing Productions,"6 Merton Way, Morley, WA, 6062",0418 920629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Morley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Gone_Fishing_Productions_1875442.html
Videoworks,"22 Ash Way, Morley, WA, 6062",(08) 93752699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Morley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Videoworks_1875443.html
Visonline,"Unit 9/ 12 Wall St, Maylands, WA, 6051",0424 029471,NA,NA,NA,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Maylands",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Visonline_3020816.html
Taylor Maide Videos,"35 Valentine Ave, Dianella, WA, 6059",(08) 92757355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Dianella",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Taylor_Maide_Videos_1875436.html
Coastal Video Productions,"2a/11-13 Pinjarra Rd, Mandurah, WA, 6210",(08) 95868233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Bunbury and South West,Mandurah",https://www.startlocal.com.au/personal/viddvdduplic/wa_bunburyandsouthwest/Coastal_Video_Productions_1875479.html
Movies Tv,"5/63 Central Ave, Mount Lawley, WA, 6050",0409 996704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Mount Lawley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Movies_Tv_1875428.html
A Shot-in-one Productions,"By Appointment, Perth, WA, 6000",0400 249404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/A_Shot-in-one_Productions_2987062.html
Custom Video & Dvd Solutions,"88d Royal St, East Perth, WA, 6004",(08) 93252500,http://www.dvdsolutions.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,East Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Custom_Video_Dvd_Solutions_1875384.html
Reface Industries Pty Ltd,"107 Kew St, Welshpool, WA, 6106",08 94728888,http://www.reface.com.au/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Video & DVD Duplication,Library Equipment Services & Supplies,DVD and Video Stores","Personal Services,Video & DVD Duplication,WA: Perth,Welshpool,Retail - At Home & General,Library Equipment Services & Supplies,WA: Perth,Welshpool,Retail - Electrical & Electronics,DVD and Video Stores,WA: Perth,Welshpool",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Reface_Industries_Pty_Ltd_3046596.html
Tapestry Films,"Po Box 43, Burswood, WA, 6100",0411 717066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Burswood",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Tapestry_Films_1875452.html
Dino Pictures,"Unit B4 33 Murray Rd S, Welshpool, WA, 6106",(08) 93515851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Welshpool",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Dino_Pictures_1875456.html
Dream Visions Productions,"Po Box 530, Cannington, WA, 6107",411087359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,Cannington,Personal Services,Video & DVD Duplication,WA: Perth,Cannington",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Dream_Visions_Productions_2607178.html
Media At Work,"30 Hubert St, East Victoria Park, WA, 6101",410554071,http://www.mediaatwork.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,East Victoria Park,Personal Services,Video & DVD Duplication,WA: Perth,East Victoria Park",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Media_At_Work_2742052.html
Sets Lights & Videotape,"50 Lansdowne Rd, Kensington, WA, 6151",(08) 94743652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Kensington",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Sets_Lights_Videotape_1875462.html
Specialised Audio Services,"18 Lansdowne Rd, Kensington, WA, 6151",0412 696752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Kensington",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Specialised_Audio_Services_1875461.html
Lightglobe Pictures,"By Appointment, South Perth, WA, 6151",1300 365800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,South Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Lightglobe_Pictures_3056406.html
Western Australian Media Centre,"4/17 Welshpool Rd, St James, WA, 6102",894701533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,St James,Personal Services,Video & DVD Duplication,WA: Perth,St James",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Western_Australian_Media_Centre_2547609.html
Nemo Video Productions Pty Ltd,"3 Ebury Mews, Canning Vale, WA, 6155",(08) 94554585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Canning Vale",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Nemo_Video_Productions_Pty_Ltd_1875467.html
Sntv Sport & News Television,"Po Box 219a, Como, WA, 6152",0417 968278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Como",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Sntv_Sport_News_Television_1875464.html
A Bride And Groom Editing & Dvd Production,"By Appointment, Como, WA, 6152",1300 363688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Como",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/A_Bride_And_Groom_Editing_Dvd_Production_3056852.html
Lmsc,"By Appointment, Success, WA, 6164",0403 816558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Film Production Equipment,Video & DVD Duplication","Manufacturing and Industrial,Film Production Equipment,WA: Perth,Success,Personal Services,Video & DVD Duplication,WA: Perth,Success",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/Lmsc_3069932.html
Epic Video Production & Editing,"By Appointment, Aubin Grove, WA, 6164",0417 977465,http://www.epicvideo.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Aubin Grove",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Epic_Video_Production_Editing_3069602.html
All Round Vision,"19 Weston St, Carlisle, WA, 6101",(08) 93621185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Carlisle",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/All_Round_Vision_1875453.html
Video To Dvd,"Po Box 5007, Dalkeith, WA, 6009",(08) 93863596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Dalkeith",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Video_To_Dvd_1875403.html
Insight Films,"GPO Box 147, Cottesloe, WA, 6011",08 93022500,http://www.insightfilms.com.au,NA,1999,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,"Film Production Equipment,Video & DVD Duplication","Manufacturing and Industrial,Film Production Equipment,WA: Perth,Cottesloe,Personal Services,Video & DVD Duplication,WA: Perth,Cottesloe",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/Insight_Films_3001810.html
21st Century Video Productions,"7 Pepys Ct, Spearwood, WA, 6163",(08) 94183398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Video & DVD Duplication,Wedding Photographers","Personal Services,Video & DVD Duplication,WA: Perth,Spearwood,Personal Services,Wedding Photographers,WA: Perth,Spearwood",https://www.startlocal.com.au/services/photographers/wa_perth/21st_Century_Video_Productions_596393.html
Progressive Video,"PO Box 4056, Canning Vale East, WA, 6155",08 97331250,http://www.progressivevideo.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marketing Consultants,Multimedia & Publishing Services,Video & DVD Duplication","Business Services,Marketing Consultants,WA: Perth,Canning Vale East,Computing and IT,Multimedia & Publishing Services,WA: Perth,Canning Vale East,Personal Services,Video & DVD Duplication,WA: Perth,Canning Vale East",https://www.startlocal.com.au/business/marketingconsultants/wa_perth/Progressive_Video_3061846.html
Minimac Productions,"41 Kishorn Rd, Applecross, WA, 6153",08 93152458,http://www.minimac.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Film Production Equipment,Video & DVD Duplication","Manufacturing and Industrial,Film Production Equipment,WA: Perth,Applecross,Personal Services,Video & DVD Duplication,WA: Perth,Applecross",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/Minimac_Productions_3058348.html
Myriad Images,"85 Parry Ave, Bull Creek, WA, 6149",(08) 93102922,http://www.myriadimages.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Bull Creek",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Myriad_Images_1875460.html
Dvdisco,"12 Jenkin St, South Fremantle, WA, 6162",(08) 93366355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,South Fremantle",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Dvdisco_1875470.html
Digtel Media,"1 Carmody St, Hamilton Hill, WA, 6163",0437 318880,http://www.cityoflights.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Hamilton Hill",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Digtel_Media_3067084.html
Film & Television Institute (W A),"92 Adelaide St, Fremantle, WA, 6160",(08) 94316717,http://www.fti.asn.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training and Development Specialists,Film Production Equipment,Video & DVD Duplication","Business Services,Training and Development Specialists,WA: Perth,Fremantle,Manufacturing and Industrial,Film Production Equipment,WA: Perth,Fremantle,Personal Services,Video & DVD Duplication,WA: Perth,Fremantle",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/Film_Television_Institute_W_A__1622770.html
City Of Lights Video & Multimedia,"2 Masefield Ave, North Lake, WA, 6163",893146442,http://www.cityoflights.com.au,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Computer System Design & Services,Multimedia & Publishing Services,Video & DVD Duplication","Computing and IT,Computer System Design & Services,WA: Perth,North Lake,Computing and IT,Multimedia & Publishing Services,WA: Perth,North Lake,Personal Services,Video & DVD Duplication,WA: Perth,North Lake",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/City_Of_Lights_Video_Multimedia_2664474.html
Remember When Tributes,"By Appointment, Mount Lawley, WA, 6050",08 94730222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Mount Lawley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Remember_When_Tributes_3020222.html
Sardine Productions,"By Appointment, Mount Lawley, WA, 6050",08 93710086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Mount Lawley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Sardine_Productions_3020250.html
City Of Lights Video,"2 Masefield Ave, North Lake, WA, 6163",(08) 93146442,http://www.cityoflights.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,North Lake",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/City_Of_Lights_Video_1875473.html
Circling Shark Productions,"5/184 Pier St, Perth, WA, 6000",(08) 92254988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Circling_Shark_Productions_1875381.html
Videoactive Studios,"By Appointment, Spearwood, WA, 6163",0410 455656,http://www.videoactivestudios.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Spearwood",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Videoactive_Studios_3068948.html
Videocraft,"4/4 Gugeri St, Claremont, WA, 6010",(08) 92844200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Claremont",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Videocraft_1875406.html
The Freelance Network,"Unit 11, 120 Lake St, Northbridge, WA, 6003",(08) 92271290,NA,NA,NA,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,"Film Production Equipment,Video & DVD Duplication","Manufacturing and Industrial,Film Production Equipment,WA: Perth,Northbridge,Personal Services,Video & DVD Duplication,WA: Perth,Northbridge",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/The_Freelance_Network_1875383.html
Blue Moon Film & Video,"379 Fitzgerald St, North Perth, WA, 6006",892289062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,North Perth,Personal Services,Video & DVD Duplication,WA: Perth,North Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Blue_Moon_Film_Video_2565795.html
Ezdigital.Com.Au,"Unit 3 346 Fitzgerald St, North Perth, WA, 6006",892288889,http://www.ezdigital.com.au,NA,1999,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,"Recording Studios and Services,Multimedia & Publishing Services,Video & DVD Duplication","Business Services,Recording Studios and Services,WA: Perth,North Perth,Computing and IT,Multimedia & Publishing Services,WA: Perth,North Perth,Personal Services,Video & DVD Duplication,WA: Perth,North Perth",https://www.startlocal.com.au/business/recordingstudios/wa_perth/Ezdigital.Com.Au_1962441.html
McKenzie Ian,"8/9 Hampden Rd, Nedlands, WA, 6009",(08) 93867541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Nedlands",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/McKenzie_Ian_1875405.html
Mckenzie Ian,"Unit 8 9 Hampden St, Nedlands, WA, 6009",893867541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,Nedlands,Personal Services,Video & DVD Duplication,WA: Perth,Nedlands",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Mckenzie_Ian_2480330.html
Cva Film & Television,"1141 Hay St, West Perth, WA, 6005",(08) 94816077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,West Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Cva_Film_Television_1875386.html
A Couple Of Cowboys Group,"656 Newcastle St, Leederville, WA, 6007",(08) 93284300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Welding Equipment and Supplies,Video & DVD Duplication","Manufacturing and Industrial,Welding Equipment and Supplies,WA: Perth,Leederville,Personal Services,Video & DVD Duplication,WA: Perth,Leederville",https://www.startlocal.com.au/industrial/weldingequipmen/wa_perth/A_Couple_Of_Cowboys_Group_1875390.html
Mintox Media,"101/583 William St, Mount Lawley, WA, 6050",(08) 92283556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Mount Lawley",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Mintox_Media_1875425.html
Panorama Productions,"Floor 2 1174 Hay St, West Perth, WA, 6005",(08) 94718133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,West Perth",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Panorama_Productions_1875387.html
Sound Images,"656 Newcastle St, Leederville, WA, 6007",(08) 93284300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Video & DVD Duplication,"Personal Services,Video & DVD Duplication,WA: Perth,Leederville",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Sound_Images_1875394.html
K.b.c. Video,"Unit 7 Level 1 554 Newcastle St, West Perth, WA, 6005",08 94482111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Film Production Equipment,Video & DVD Duplication,DVD and Video Stores","Manufacturing and Industrial,Film Production Equipment,WA: Perth,West Perth,Personal Services,Video & DVD Duplication,WA: Perth,West Perth,Retail - Electrical & Electronics,DVD and Video Stores,WA: Perth,West Perth",https://www.startlocal.com.au/industrial/filmproductione/wa_perth/K.b.c._Video_2994472.html
Living Media,"43 Aberdare Rd, Nedlands, WA, 6009",893888778,http://www.livingmedia.com.au,NA,2002,2147483647,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded Media Reproduction,Video & DVD Duplication","Business Services,Recorded Media Reproduction,WA: Perth,Nedlands,Personal Services,Video & DVD Duplication,WA: Perth,Nedlands",https://www.startlocal.com.au/personal/viddvdduplic/wa_perth/Living_Media_2080078.html
